date,sales_value
2020-02-24 03:00:00,419.96999999999997
2020-02-24 04:00:00,179.98999999999998
2020-02-24 05:00:00,667.7600000000004
2020-02-24 06:00:00,1257.8099999999995
2020-02-24 07:00:00,1984.820000000001
2020-02-24 08:00:00,2118.59
2020-02-24 09:00:00,1573.9899999999982
2020-02-24 10:00:00,2578.469999999996
2020-02-24 11:00:00,2496.429999999999
2020-02-24 12:00:00,2210.5899999999997
2020-02-24 13:00:00,1768.6599999999987
2020-02-24 14:00:00,2413.799999999999
2020-02-24 15:00:00,2597.1299999999947
2020-02-24 16:00:00,3472.7399999999943
2020-02-24 17:00:00,2077.2200000000007
2020-02-24 18:00:00,2417.8899999999967
2020-02-24 19:00:00,2694.8700000000017
2020-02-24 20:00:00,2275.0200000000004
2020-02-24 21:00:00,1901.5
2020-02-24 22:00:00,962.55
2020-02-24 23:00:00,604.0100000000002
2020-02-25 00:00:00,853.5000000000003
2020-02-25 01:00:00,316.5499999999999
2020-02-25 02:00:00,255.51999999999998
2020-02-25 03:00:00,464.85999999999996
2020-02-25 04:00:00,695.4099999999997
2020-02-25 05:00:00,1117.8899999999999
2020-02-25 06:00:00,2215.3800000000015
2020-02-25 07:00:00,2127.05
2020-02-25 08:00:00,2068.59
2020-02-25 09:00:00,2779.989999999998
2020-02-25 10:00:00,3243.3200000000015
2020-02-25 11:00:00,2829.159999999998
2020-02-25 12:00:00,3662.4299999999976
2020-02-25 13:00:00,2582.1999999999975
2020-02-25 14:00:00,2389.0899999999965
2020-02-25 15:00:00,2624.129999999993
2020-02-25 16:00:00,2289.619999999995
2020-02-25 17:00:00,3877.1100000000015
2020-02-25 18:00:00,2191.7100000000005
2020-02-25 19:00:00,4306.310000000008
2020-02-25 20:00:00,2242.8599999999974
2020-02-25 21:00:00,1673.9800000000027
2020-02-25 22:00:00,1508.4599999999991
2020-02-25 23:00:00,951.5600000000003
2020-02-26 00:00:00,319.90000000000015
2020-02-26 01:00:00,330.9800000000001
2020-02-26 02:00:00,538.26
